0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
SS50377_21665	15e1a035fbc268e4bbec9d2f9b05f19b	794	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	456	509	4.2E-5	T	09-11-2021				
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00261	furin_3	400	444	3.5	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00261	furin_3	321	354	63.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00261	furin_3	151	190	0.001	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00261	furin_3	273	318	0.0059	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00261	furin_3	192	237	44.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00261	furin_3	25	71	3.9	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00261	furin_3	508	554	66.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00261	furin_3	356	399	0.024	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SUPERFAMILY	SSF57184	Growth factor receptor domain	106	253	3.14E-14	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SUPERFAMILY	SSF57184	Growth factor receptor domain	245	359	5.03E-12	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	CDD	cd12087	TM_EGFR-like	568	602	1.16547E-5	T	09-11-2021				
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	129	191	1.6E-5	T	09-11-2021				
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	269	317	2.3E-5	T	09-11-2021				
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	5	314	2.6E-15	T	09-11-2021				
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SUPERFAMILY	SSF57184	Growth factor receptor domain	358	490	2.93E-12	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SUPERFAMILY	SSF57184	Growth factor receptor domain	3	117	5.63E-7	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00181	egf_5	156	185	14.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00181	egf_5	248	277	66.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00181	egf_5	278	309	42.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00181	egf_5	451	482	140.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00181	egf_5	30	63	170.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00181	egf_5	361	391	58.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00181	egf_5	64	94	150.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00181	egf_5	513	546	37.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	SMART	SM00181	egf_5	411	450	81.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21676	fa1a1dedbbdf9eac69e08c8c41137dc6	615	PANTHER	PTHR23275	CABRIOLET.-RELATED	5	314	2.6E-15	T	09-11-2021				
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SUPERFAMILY	SSF57184	Growth factor receptor domain	315	443	1.73E-11	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SUPERFAMILY	SSF57184	Growth factor receptor domain	109	234	2.85E-12	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00261	furin_3	61	106	5.4E-6	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00261	furin_3	237	276	41.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00261	furin_3	27	60	35.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00261	furin_3	147	193	32.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00261	furin_3	463	511	70.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00261	furin_3	403	448	3.6	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00261	furin_3	355	401	17.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00261	furin_3	199	236	0.11	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00261	furin_3	282	326	4.7	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	PANTHER	PTHR23275	CABRIOLET.-RELATED	69	509	4.3E-13	T	09-11-2021				
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SUPERFAMILY	SSF57184	Growth factor receptor domain	235	347	5.05E-10	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00181	egf_5	73	110	170.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00181	egf_5	368	407	130.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00181	egf_5	32	65	53.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00181	egf_5	318	348	110.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00181	egf_5	234	265	41.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00181	egf_5	204	233	28.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00181	egf_5	470	503	130.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00181	egf_5	287	317	28.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00181	egf_5	408	439	240.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SMART	SM00181	egf_5	160	203	57.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	SUPERFAMILY	SSF57184	Growth factor receptor domain	4	106	9.11E-9	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	231	284	3.0E-5	T	09-11-2021				
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	69	509	4.3E-13	T	09-11-2021				
SS50377_21715	48a5dc2a67da2faadc0cde41541551a4	571	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	178	230	1.2E-5	T	09-11-2021				
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00261	furin_3	61	98	6.9	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00261	furin_3	99	147	12.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00261	furin_3	383	420	0.27	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00261	furin_3	466	509	0.4	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00261	furin_3	421	460	5.8	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00261	furin_3	197	239	9.1E-4	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00261	furin_3	27	60	23.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00261	furin_3	528	585	37.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00261	furin_3	650	695	1.9	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00261	furin_3	587	632	15.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00261	furin_3	290	332	5.9E-6	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SUPERFAMILY	SSF57184	Growth factor receptor domain	336	465	4.25E-13	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	PANTHER	PTHR23275	CABRIOLET.-RELATED	451	690	2.5E-22	T	09-11-2021				
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SUPERFAMILY	SSF57184	Growth factor receptor domain	198	329	1.57E-11	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	PANTHER	PTHR23275	CABRIOLET.-RELATED	5	334	2.5E-22	T	09-11-2021				
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SUPERFAMILY	SSF57184	Growth factor receptor domain	499	635	4.8E-13	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SUPERFAMILY	SSF57184	Growth factor receptor domain	63	208	2.23E-13	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	451	690	2.5E-22	T	09-11-2021				
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	363	416	1.3E-7	T	09-11-2021				
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	176	239	8.2E-6	T	09-11-2021				
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	268	332	1.7E-5	T	09-11-2021				
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	417	458	2.4E-5	T	09-11-2021				
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	5	334	2.5E-22	T	09-11-2021				
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00181	egf_5	552	591	40.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00181	egf_5	471	501	18.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00181	egf_5	251	294	71.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00181	egf_5	202	231	21.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00181	egf_5	295	324	200.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00181	egf_5	32	65	39.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00181	egf_5	66	95	180.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00181	egf_5	418	449	68.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00181	egf_5	643	687	36.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00181	egf_5	106	139	160.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00181	egf_5	388	417	10.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21732	08ee0b39a794451d598ac9c610708e72	755	SMART	SM00181	egf_5	502	532	51.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SUPERFAMILY	SSF57184	Growth factor receptor domain	323	459	8.38E-14	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SUPERFAMILY	SSF57184	Growth factor receptor domain	29	188	1.02E-7	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SUPERFAMILY	SSF57184	Growth factor receptor domain	202	325	2.88E-8	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00181	egf_5	478	511	140.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00181	egf_5	243	274	68.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00181	egf_5	135	166	220.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00181	egf_5	295	325	39.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00181	egf_5	201	242	58.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00181	egf_5	78	109	120.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00181	egf_5	376	415	77.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00261	furin_3	191	236	28.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00261	furin_3	238	283	0.76	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00261	furin_3	474	519	11.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00261	furin_3	321	364	0.043	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00261	furin_3	411	456	2.7	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00261	furin_3	286	319	31.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00261	furin_3	73	119	13.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21736	5ffd94e65e4014718306f723698d7463	579	SMART	SM00261	furin_3	130	175	40.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	11	241	2.8E-13	T	09-11-2021				
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SUPERFAMILY	SSF57184	Growth factor receptor domain	155	269	1.05E-11	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	CDD	cd12087	TM_EGFR-like	478	512	9.8374E-5	T	09-11-2021				
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SUPERFAMILY	SSF57184	Growth factor receptor domain	62	189	7.12E-14	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SUPERFAMILY	SSF57184	Growth factor receptor domain	268	400	2.02E-13	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	PANTHER	PTHR23275	CABRIOLET.-RELATED	11	241	2.8E-13	T	09-11-2021				
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SUPERFAMILY	SSF57184	Growth factor receptor domain	11	74	7.46E-5	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00181	egf_5	31	64	110.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00181	egf_5	188	219	36.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00181	egf_5	423	456	39.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00181	egf_5	312	346	30.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00181	egf_5	65	95	130.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00181	egf_5	271	301	62.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00181	egf_5	358	392	120.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00181	egf_5	158	187	73.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00261	furin_3	231	264	64.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00261	furin_3	266	309	0.063	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00261	furin_3	418	464	12.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00261	furin_3	356	401	25.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00261	furin_3	183	228	0.4	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00261	furin_3	60	103	0.001	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00261	furin_3	22	58	51.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21737	c818f8dce2b42de1f411117fcdbd0eaf	525	SMART	SM00261	furin_3	310	354	60.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27931	87e338afdb7722e3855ace274836e3eb	311	SUPERFAMILY	SSF57184	Growth factor receptor domain	68	202	4.87E-17	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_27931	87e338afdb7722e3855ace274836e3eb	311	SMART	SM00261	furin_3	30	62	63.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27931	87e338afdb7722e3855ace274836e3eb	311	SMART	SM00261	furin_3	65	104	3.6	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27931	87e338afdb7722e3855ace274836e3eb	311	SMART	SM00261	furin_3	156	201	8.5	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27931	87e338afdb7722e3855ace274836e3eb	311	SMART	SM00261	furin_3	219	265	26.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27931	87e338afdb7722e3855ace274836e3eb	311	SMART	SM00261	furin_3	105	154	8.1	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	329	380	1.5E-6	T	09-11-2021				
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	381	424	1.8E-5	T	09-11-2021				
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	141	205	3.9E-5	T	09-11-2021				
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	232	298	1.0E-5	T	09-11-2021				
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SUPERFAMILY	SSF57184	Growth factor receptor domain	302	442	3.63E-13	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SUPERFAMILY	SSF57184	Growth factor receptor domain	465	593	1.22E-12	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00181	egf_5	384	415	130.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00181	egf_5	437	467	20.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00181	egf_5	36	74	88.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00181	egf_5	217	260	71.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00181	egf_5	620	653	23.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00181	egf_5	168	197	30.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00181	egf_5	261	290	200.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00181	egf_5	468	498	99.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00181	egf_5	354	383	28.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00181	egf_5	301	335	180.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00181	egf_5	518	557	45.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SUPERFAMILY	SSF57184	Growth factor receptor domain	165	295	2.58E-11	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00261	furin_3	65	113	13.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00261	furin_3	616	661	0.54	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00261	furin_3	349	386	0.62	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00261	furin_3	27	64	14.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00261	furin_3	163	205	0.0044	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00261	furin_3	387	426	16.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00261	furin_3	494	551	26.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00261	furin_3	432	475	0.38	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00261	furin_3	553	598	25.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SMART	SM00261	furin_3	256	298	5.9E-6	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_28498	47ea89a2f815b2fdf036e0763c9ab959	721	SUPERFAMILY	SSF57184	Growth factor receptor domain	29	173	2.51E-11	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_28520	5b6a73199b0076de74744602bc5cff55	711	SUPERFAMILY	SSF57184	Growth factor receptor domain	64	191	2.13E-13	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
