id	desc
GCA63152.1	hypothetical protein KIPB_008162, partial [Kipferlia bialata]
GCA63153.1	hypothetical protein KIPB_008163 [Kipferlia bialata]
GCA63154.1	hypothetical protein KIPB_008164 [Kipferlia bialata]
GCA63155.1	hypothetical protein KIPB_008167, partial [Kipferlia bialata]
GCA63156.1	hypothetical protein KIPB_008170, partial [Kipferlia bialata]
GCA63157.1	hypothetical protein KIPB_008177 [Kipferlia bialata]
GCA63158.1	hypothetical protein KIPB_008184, partial [Kipferlia bialata]
GCA63159.1	hypothetical protein KIPB_008187, partial [Kipferlia bialata]
GCA63160.1	hypothetical protein KIPB_008192, partial [Kipferlia bialata]
GCA63161.1	hypothetical protein KIPB_008204 [Kipferlia bialata]
GCA63162.1	hypothetical protein KIPB_008209 [Kipferlia bialata]
GCA63163.1	hypothetical protein KIPB_008211 [Kipferlia bialata]
GCA63164.1	hypothetical protein KIPB_008212 [Kipferlia bialata]
GCA63165.1	hypothetical protein KIPB_008228, partial [Kipferlia bialata]
GCA63166.1	hypothetical protein KIPB_008229 [Kipferlia bialata]
GCA63167.1	hypothetical protein KIPB_008230 [Kipferlia bialata]
GCA63168.1	hypothetical protein KIPB_008248 [Kipferlia bialata]
GCA63169.1	hypothetical protein KIPB_008259 [Kipferlia bialata]
GCA63170.1	hypothetical protein KIPB_008262, partial [Kipferlia bialata]
GCA63171.1	hypothetical protein KIPB_008269 [Kipferlia bialata]
GCA63172.1	hypothetical protein KIPB_008277 [Kipferlia bialata]
GCA63173.1	hypothetical protein KIPB_008301 [Kipferlia bialata]
GCA63174.1	hypothetical protein KIPB_008310, partial [Kipferlia bialata]
GCA63175.1	hypothetical protein KIPB_008313 [Kipferlia bialata]
GCA63176.1	hypothetical protein KIPB_008316, partial [Kipferlia bialata]
GCA63177.1	hypothetical protein KIPB_008320, partial [Kipferlia bialata]
GCA63178.1	hypothetical protein KIPB_008323, partial [Kipferlia bialata]
GCA63179.1	hypothetical protein KIPB_008325 [Kipferlia bialata]
GCA63180.1	hypothetical protein KIPB_008327 [Kipferlia bialata]
GCA63181.1	hypothetical protein KIPB_008335, partial [Kipferlia bialata]
GCA63182.1	hypothetical protein KIPB_008343 [Kipferlia bialata]
GCA63183.1	hypothetical protein KIPB_008350 [Kipferlia bialata]
GCA63184.1	hypothetical protein KIPB_008356, partial [Kipferlia bialata]
GCA63185.1	hypothetical protein KIPB_008357 [Kipferlia bialata]
GCA63186.1	hypothetical protein KIPB_008361 [Kipferlia bialata]
GCA63187.1	hypothetical protein KIPB_008364, partial [Kipferlia bialata]
GCA63188.1	hypothetical protein KIPB_008373 [Kipferlia bialata]
GCA63189.1	hypothetical protein KIPB_008376, partial [Kipferlia bialata]
GCA63190.1	hypothetical protein KIPB_008397, partial [Kipferlia bialata]
GCA63191.1	hypothetical protein KIPB_008406, partial [Kipferlia bialata]
GCA63192.1	ribosomal protein L30e, partial [Kipferlia bialata]
GCA63193.1	hypothetical protein KIPB_008413 [Kipferlia bialata]
GCA63194.1	hypothetical protein KIPB_008438 [Kipferlia bialata]
GCA63195.1	hypothetical protein KIPB_008441, partial [Kipferlia bialata]
GCA63196.1	hypothetical protein KIPB_008444 [Kipferlia bialata]
GCA63197.1	hypothetical protein KIPB_008454 [Kipferlia bialata]
GCA63198.1	hypothetical protein KIPB_008461, partial [Kipferlia bialata]
GCA63199.1	hypothetical protein KIPB_008479, partial [Kipferlia bialata]
GCA63200.1	hypothetical protein KIPB_008484 [Kipferlia bialata]
GCA63201.1	hypothetical protein KIPB_008487, partial [Kipferlia bialata]
GCA63202.1	hypothetical protein KIPB_008504, partial [Kipferlia bialata]
GCA63203.1	hypothetical protein KIPB_008506 [Kipferlia bialata]
GCA63204.1	hypothetical protein KIPB_008507 [Kipferlia bialata]
GCA63205.1	hypothetical protein KIPB_008514 [Kipferlia bialata]
GCA63206.1	hypothetical protein KIPB_008523, partial [Kipferlia bialata]
GCA63207.1	hypothetical protein KIPB_008525 [Kipferlia bialata]
GCA63208.1	hypothetical protein KIPB_008526, partial [Kipferlia bialata]
GCA63209.1	hypothetical protein KIPB_008534, partial [Kipferlia bialata]
GCA63210.1	hypothetical protein KIPB_008539 [Kipferlia bialata]
GCA63211.1	hypothetical protein KIPB_008541, partial [Kipferlia bialata]
GCA63212.1	hypothetical protein KIPB_008562, partial [Kipferlia bialata]
GCA63213.1	hypothetical protein KIPB_008563 [Kipferlia bialata]
GCA63214.1	hypothetical protein KIPB_008570, partial [Kipferlia bialata]
GCA63215.1	hypothetical protein KIPB_008571, partial [Kipferlia bialata]
GCA63216.1	hypothetical protein KIPB_008574, partial [Kipferlia bialata]
GCA63217.1	hypothetical protein KIPB_008586 [Kipferlia bialata]
GCA63218.1	hypothetical protein KIPB_008587 [Kipferlia bialata]
GCA63219.1	hypothetical protein KIPB_008602, partial [Kipferlia bialata]
GCA63220.1	hypothetical protein KIPB_008608, partial [Kipferlia bialata]
GCA63221.1	eukaryotic translation initiation factor 3 subunit E [Kipferlia bialata]
GCA63222.1	Like-Sm (LSM) domain containing protein, LSm4/SmD1/SmD3 [Kipferlia bialata]
GCA63223.1	hypothetical protein KIPB_008630 [Kipferlia bialata]
GCA63224.1	hypothetical protein KIPB_008635 [Kipferlia bialata]
GCA63225.1	hypothetical protein KIPB_008644 [Kipferlia bialata]
GCA63226.1	hypothetical protein KIPB_008647 [Kipferlia bialata]
GCA63227.1	hypothetical protein KIPB_008655, partial [Kipferlia bialata]
GCA63228.1	hypothetical protein KIPB_008660, partial [Kipferlia bialata]
GCA63229.1	hypothetical protein KIPB_008666 [Kipferlia bialata]
GCA63230.1	hypothetical protein KIPB_008670, partial [Kipferlia bialata]
GCA63231.1	hypothetical protein KIPB_008675 [Kipferlia bialata]
GCA63232.1	hypothetical protein KIPB_008680, partial [Kipferlia bialata]
GCA63233.1	hypothetical protein KIPB_008682, partial [Kipferlia bialata]
GCA63234.1	hypothetical protein KIPB_008685, partial [Kipferlia bialata]
GCA63235.1	alanine racemase, partial [Kipferlia bialata]
GCA63236.1	hypothetical protein KIPB_008693, partial [Kipferlia bialata]
GCA63237.1	hypothetical protein KIPB_008698 [Kipferlia bialata]
GCA63238.1	hypothetical protein KIPB_008707 [Kipferlia bialata]
GCA63239.1	hypothetical protein KIPB_008709 [Kipferlia bialata]
GCA63240.1	hypothetical protein KIPB_008721, partial [Kipferlia bialata]
GCA63241.1	hypothetical protein KIPB_008722 [Kipferlia bialata]
GCA63242.1	hypothetical protein KIPB_008731 [Kipferlia bialata]
GCA63243.1	hypothetical protein KIPB_008735 [Kipferlia bialata]
GCA63244.1	hypothetical protein KIPB_008749, partial [Kipferlia bialata]
GCA63245.1	hypothetical protein KIPB_008753, partial [Kipferlia bialata]
GCA63246.1	hypothetical protein KIPB_008788, partial [Kipferlia bialata]
GCA63247.1	hypothetical protein KIPB_008800 [Kipferlia bialata]
GCA63248.1	hypothetical protein KIPB_008802 [Kipferlia bialata]
GCA63249.1	ribosomal protein L7A/L8, partial [Kipferlia bialata]
GCA63250.1	dynein heavy chain, partial [Kipferlia bialata]
GCA63251.1	hypothetical protein KIPB_008826, partial [Kipferlia bialata]
GCA63252.1	hypothetical protein KIPB_008830 [Kipferlia bialata]
GCA63253.1	hypothetical protein KIPB_008832, partial [Kipferlia bialata]
GCA63254.1	hypothetical protein KIPB_008839, partial [Kipferlia bialata]
GCA63255.1	hypothetical protein KIPB_008840 [Kipferlia bialata]
GCA63256.1	hypothetical protein KIPB_008841 [Kipferlia bialata]
GCA63257.1	hypothetical protein KIPB_008847 [Kipferlia bialata]
GCA63258.1	hypothetical protein KIPB_008850, partial [Kipferlia bialata]
GCA63259.1	hypothetical protein KIPB_008867, partial [Kipferlia bialata]
GCA63260.1	ribosomal protein L27e [Kipferlia bialata]
GCA63261.1	hypothetical protein KIPB_008881 [Kipferlia bialata]
GCA63262.1	hypothetical protein KIPB_008891, partial [Kipferlia bialata]
GCA63263.1	ribosomal protein L36e [Kipferlia bialata]
GCA63264.1	hypothetical protein KIPB_008899, partial [Kipferlia bialata]
GCA63265.1	hypothetical protein KIPB_008901 [Kipferlia bialata]
GCA63266.1	hypothetical protein KIPB_008909, partial [Kipferlia bialata]
GCA63267.1	hypothetical protein KIPB_008914 [Kipferlia bialata]
GCA63268.1	vesicle transport protein, Got1/SFT2-like, partial [Kipferlia bialata]
GCA63269.1	hypothetical protein KIPB_008928, partial [Kipferlia bialata]
GCA63270.1	hypothetical protein KIPB_008937 [Kipferlia bialata]
GCA63271.1	T-complex protein 1, eta subunit, partial [Kipferlia bialata]
GCA63272.1	ribosomal protein S17, archaeal/eukaryotic [Kipferlia bialata]
GCA63273.1	hypothetical protein KIPB_008958, partial [Kipferlia bialata]
GCA63274.1	ribosomal protein L18e [Kipferlia bialata]
GCA63275.1	hypothetical protein KIPB_008961, partial [Kipferlia bialata]
GCA63276.1	hypothetical protein KIPB_008969, partial [Kipferlia bialata]
GCA63277.1	hypothetical protein KIPB_008980 [Kipferlia bialata]
GCA63278.1	hypothetical protein KIPB_008986 [Kipferlia bialata]
GCA63279.1	hypothetical protein KIPB_008988 [Kipferlia bialata]
GCA63280.1	hypothetical protein KIPB_008997, partial [Kipferlia bialata]
GCA63281.1	hypothetical protein KIPB_008998, partial [Kipferlia bialata]
GCA63282.1	hypothetical protein KIPB_009011 [Kipferlia bialata]
GCA63283.1	hypothetical protein KIPB_009013, partial [Kipferlia bialata]
GCA63284.1	hypothetical protein KIPB_009017, partial [Kipferlia bialata]
GCA63285.1	hypothetical protein KIPB_009024 [Kipferlia bialata]
GCA63286.1	hypothetical protein KIPB_009025, partial [Kipferlia bialata]
GCA63287.1	hypothetical protein KIPB_009038, partial [Kipferlia bialata]
GCA63288.1	hypothetical protein KIPB_009043, partial [Kipferlia bialata]
GCA63289.1	prefoldin [Kipferlia bialata]
GCA63290.1	hypothetical protein KIPB_009073, partial [Kipferlia bialata]
GCA63291.1	hypothetical protein KIPB_009076, partial [Kipferlia bialata]
GCA63292.1	hypothetical protein KIPB_009079, partial [Kipferlia bialata]
GCA63293.1	hypothetical protein KIPB_009083 [Kipferlia bialata]
GCA63294.1	hypothetical protein KIPB_009096, partial [Kipferlia bialata]
GCA63295.1	hypothetical protein KIPB_009098 [Kipferlia bialata]
GCA63296.1	hypothetical protein KIPB_009099 [Kipferlia bialata]
GCA63297.1	hypothetical protein KIPB_009100, partial [Kipferlia bialata]
GCA63298.1	hypothetical protein KIPB_009102, partial [Kipferlia bialata]
GCA63299.1	hypothetical protein KIPB_009114, partial [Kipferlia bialata]
GCA63300.1	hypothetical protein KIPB_009117, partial [Kipferlia bialata]
GCA63301.1	hypothetical protein KIPB_009125, partial [Kipferlia bialata]
GCA63302.1	hypothetical protein KIPB_009132, partial [Kipferlia bialata]
GCA63303.1	hypothetical protein KIPB_009133 [Kipferlia bialata]
GCA63304.1	hypothetical protein KIPB_009135 [Kipferlia bialata]
GCA63305.1	hypothetical protein KIPB_009146, partial [Kipferlia bialata]
GCA63306.1	hypothetical protein KIPB_009149, partial [Kipferlia bialata]
GCA63307.1	hypothetical protein KIPB_009155, partial [Kipferlia bialata]
GCA63308.1	hypothetical protein KIPB_009157 [Kipferlia bialata]
GCA63309.1	hypothetical protein KIPB_009164, partial [Kipferlia bialata]
GCA63310.1	hypothetical protein KIPB_009172, partial [Kipferlia bialata]
GCA63311.1	hypothetical protein KIPB_009175, partial [Kipferlia bialata]
GCA63312.1	hypothetical protein KIPB_009180 [Kipferlia bialata]
GCA63313.1	hypothetical protein KIPB_009183, partial [Kipferlia bialata]
GCA63314.1	hypothetical protein KIPB_009185, partial [Kipferlia bialata]
GCA63315.1	hypothetical protein KIPB_009197 [Kipferlia bialata]
GCA63316.1	hypothetical protein KIPB_009199, partial [Kipferlia bialata]
GCA63317.1	hypothetical protein KIPB_009222 [Kipferlia bialata]
GCA63318.1	hypothetical protein KIPB_009232, partial [Kipferlia bialata]
GCA63319.1	hypothetical protein KIPB_009247, partial [Kipferlia bialata]
GCA63320.1	hypothetical protein KIPB_009248, partial [Kipferlia bialata]
GCA63321.1	hypothetical protein KIPB_009252 [Kipferlia bialata]
GCA63322.1	hypothetical protein KIPB_009264, partial [Kipferlia bialata]
GCA63323.1	hypothetical protein KIPB_009267, partial [Kipferlia bialata]
GCA63324.1	hypothetical protein KIPB_009292 [Kipferlia bialata]
GCA63325.1	breast cancer type 2 susceptibility protein, partial [Kipferlia bialata]
GCA63326.1	hypothetical protein KIPB_009298, partial [Kipferlia bialata]
GCA63327.1	hypothetical protein KIPB_009303, partial [Kipferlia bialata]
GCA63328.1	hypothetical protein KIPB_009308, partial [Kipferlia bialata]
GCA63329.1	hypothetical protein KIPB_009312, partial [Kipferlia bialata]
GCA63330.1	hypothetical protein KIPB_009315, partial [Kipferlia bialata]
GCA63331.1	hypothetical protein KIPB_009321, partial [Kipferlia bialata]
GCA63332.1	hypothetical protein KIPB_009335, partial [Kipferlia bialata]
GCA63333.1	hypothetical protein KIPB_009341 [Kipferlia bialata]
GCA63334.1	hypothetical protein KIPB_009345 [Kipferlia bialata]
GCA63335.1	hypothetical protein KIPB_009351, partial [Kipferlia bialata]
GCA63336.1	hypothetical protein KIPB_009358 [Kipferlia bialata]
GCA63337.1	hypothetical protein KIPB_009359, partial [Kipferlia bialata]
GCA63338.1	hypothetical protein KIPB_009361 [Kipferlia bialata]
GCA63339.1	hypothetical protein KIPB_009368, partial [Kipferlia bialata]
GCA63340.1	hypothetical protein KIPB_009369, partial [Kipferlia bialata]
GCA63341.1	hypothetical protein KIPB_009373, partial [Kipferlia bialata]
GCA63342.1	hypothetical protein KIPB_009381, partial [Kipferlia bialata]
GCA63343.1	hypothetical protein KIPB_009382 [Kipferlia bialata]
GCA63344.1	hypothetical protein KIPB_009384, partial [Kipferlia bialata]
GCA63345.1	hypothetical protein KIPB_009389 [Kipferlia bialata]
GCA63346.1	hypothetical protein KIPB_009391, partial [Kipferlia bialata]
GCA63347.1	hypothetical protein KIPB_009395 [Kipferlia bialata]
GCA63348.1	hypothetical protein KIPB_009399, partial [Kipferlia bialata]
GCA63349.1	hypothetical protein KIPB_009400, partial [Kipferlia bialata]
GCA63350.1	hypothetical protein KIPB_009416, partial [Kipferlia bialata]
GCA63351.1	hypothetical protein KIPB_009424 [Kipferlia bialata]
GCA63352.1	hypothetical protein KIPB_009425, partial [Kipferlia bialata]
GCA63353.1	hypothetical protein KIPB_009428, partial [Kipferlia bialata]
GCA63354.1	hypothetical protein KIPB_009444, partial [Kipferlia bialata]
GCA63355.1	hypothetical protein KIPB_009455, partial [Kipferlia bialata]
GCA63356.1	H/ACA ribonucleoprotein complex, subunit Gar1 [Kipferlia bialata]
GCA63357.1	H/ACA ribonucleoprotein complex, subunit Nhp2, eukaryote [Kipferlia bialata]
GCA63358.1	hypothetical protein KIPB_009480, partial [Kipferlia bialata]
GCA63359.1	hypothetical protein KIPB_009481 [Kipferlia bialata]
GCA63360.1	hypothetical protein KIPB_009490, partial [Kipferlia bialata]
GCA63361.1	hypothetical protein KIPB_009491, partial [Kipferlia bialata]
GCA63362.1	hypothetical protein KIPB_009496, partial [Kipferlia bialata]
GCA63363.1	hypothetical protein KIPB_009498, partial [Kipferlia bialata]
GCA63364.1	hypothetical protein KIPB_009510, partial [Kipferlia bialata]
GCA63365.1	hypothetical protein KIPB_009536, partial [Kipferlia bialata]
GCA63366.1	hypothetical protein KIPB_009538, partial [Kipferlia bialata]
GCA63367.1	hypothetical protein KIPB_009550, partial [Kipferlia bialata]
GCA63368.1	hypothetical protein KIPB_009559, partial [Kipferlia bialata]
GCA63369.1	hypothetical protein KIPB_009563, partial [Kipferlia bialata]
GCA63370.1	hypothetical protein KIPB_009580 [Kipferlia bialata]
GCA63371.1	hypothetical protein KIPB_009583 [Kipferlia bialata]
GCA63372.1	ketose-bisphosphate aldolase, class-II, partial [Kipferlia bialata]
GCA63373.1	hypothetical protein KIPB_009587, partial [Kipferlia bialata]
GCA63374.1	hypothetical protein KIPB_009593 [Kipferlia bialata]
GCA63375.1	hypothetical protein KIPB_009597, partial [Kipferlia bialata]
GCA63376.1	hypothetical protein KIPB_009610, partial [Kipferlia bialata]
GCA63377.1	hypothetical protein KIPB_009612 [Kipferlia bialata]
GCA63378.1	hypothetical protein KIPB_009613, partial [Kipferlia bialata]
GCA63379.1	hypothetical protein KIPB_009615 [Kipferlia bialata]
GCA63380.1	hypothetical protein KIPB_009616, partial [Kipferlia bialata]
GCA63381.1	hypothetical protein KIPB_009618 [Kipferlia bialata]
GCA63382.1	histidine phosphatase superfamily protein, clade-1, partial [Kipferlia bialata]
GCA63383.1	hypothetical protein KIPB_009625, partial [Kipferlia bialata]
GCA63384.1	hypothetical protein KIPB_009628, partial [Kipferlia bialata]
GCA63385.1	hypothetical protein KIPB_009632, partial [Kipferlia bialata]
GCA63386.1	protein of unknown function DUF697 [Kipferlia bialata]
GCA63387.1	hypothetical protein KIPB_009658, partial [Kipferlia bialata]
GCA63388.1	hypothetical protein KIPB_009659, partial [Kipferlia bialata]
GCA63389.1	hypothetical protein KIPB_009664 [Kipferlia bialata]
GCA63390.1	dynein light chain roadblock-type 1/2 [Kipferlia bialata]
GCA63391.1	hypothetical protein KIPB_009673, partial [Kipferlia bialata]
GCA63392.1	hypothetical protein KIPB_009674, partial [Kipferlia bialata]
GCA63393.1	hypothetical protein KIPB_009675, partial [Kipferlia bialata]
GCA63394.1	hypothetical protein KIPB_009689, partial [Kipferlia bialata]
GCA63395.1	hypothetical protein KIPB_009694 [Kipferlia bialata]
GCA63396.1	hypothetical protein KIPB_009698, partial [Kipferlia bialata]
GCA63397.1	hypothetical protein KIPB_009707, partial [Kipferlia bialata]
GCA63398.1	zinc finger C2HC domain-containing protein [Kipferlia bialata]
GCA63399.1	hypothetical protein KIPB_009730 [Kipferlia bialata]
GCA63400.1	hypothetical protein KIPB_009733 [Kipferlia bialata]
GCA63401.1	hypothetical protein KIPB_009734, partial [Kipferlia bialata]
GCA63402.1	hypothetical protein KIPB_009735 [Kipferlia bialata]
GCA63403.1	hypothetical protein KIPB_009737, partial [Kipferlia bialata]
GCA63404.1	hypothetical protein KIPB_009740, partial [Kipferlia bialata]
GCA63405.1	ribosomal RNA-processing protein 7 [Kipferlia bialata]
GCA63406.1	hypothetical protein KIPB_009744 [Kipferlia bialata]
GCA63407.1	hypothetical protein KIPB_009751 [Kipferlia bialata]
GCA63408.1	hypothetical protein KIPB_009755, partial [Kipferlia bialata]
GCA63409.1	hypothetical protein KIPB_009760 [Kipferlia bialata]
GCA63410.1	hypothetical protein KIPB_009763 [Kipferlia bialata]
GCA63411.1	hypothetical protein KIPB_009769 [Kipferlia bialata]
GCA63412.1	hypothetical protein KIPB_009771, partial [Kipferlia bialata]
GCA63413.1	hypothetical protein KIPB_009772 [Kipferlia bialata]
GCA63414.1	hypothetical protein KIPB_009791, partial [Kipferlia bialata]
GCA63415.1	hypothetical protein KIPB_009796 [Kipferlia bialata]
GCA63416.1	hypothetical protein KIPB_009798, partial [Kipferlia bialata]
GCA63417.1	hypothetical protein KIPB_009807 [Kipferlia bialata]
GCA63418.1	hypothetical protein KIPB_009825, partial [Kipferlia bialata]
GCA63419.1	hypothetical protein KIPB_009827, partial [Kipferlia bialata]
GCA63420.1	hypothetical protein KIPB_009834 [Kipferlia bialata]
GCA63421.1	hypothetical protein KIPB_009844, partial [Kipferlia bialata]
GCA63422.1	hypothetical protein KIPB_009854, partial [Kipferlia bialata]
GCA63423.1	hypothetical protein KIPB_009865, partial [Kipferlia bialata]
GCA63424.1	hypothetical protein KIPB_009875 [Kipferlia bialata]
GCA63425.1	hypothetical protein KIPB_009876, partial [Kipferlia bialata]
GCA63426.1	hypothetical protein KIPB_009877 [Kipferlia bialata]
GCA63427.1	hypothetical protein KIPB_009883, partial [Kipferlia bialata]
GCA63428.1	ribosomal protein L12 family [Kipferlia bialata]
GCA63429.1	hypothetical protein KIPB_009889, partial [Kipferlia bialata]
GCA63430.1	hypothetical protein KIPB_009898, partial [Kipferlia bialata]
GCA63431.1	hypothetical protein KIPB_009902 [Kipferlia bialata]
GCA63432.1	hypothetical protein KIPB_009904, partial [Kipferlia bialata]
GCA63433.1	hypothetical protein KIPB_009914, partial [Kipferlia bialata]
GCA63434.1	hypothetical protein KIPB_009923 [Kipferlia bialata]
GCA63435.1	hypothetical protein KIPB_009935, partial [Kipferlia bialata]
GCA63436.1	hypothetical protein KIPB_009936 [Kipferlia bialata]
GCA63437.1	hypothetical protein KIPB_009945, partial [Kipferlia bialata]
GCA63438.1	hypothetical protein KIPB_009947 [Kipferlia bialata]
GCA63439.1	hypothetical protein KIPB_009950, partial [Kipferlia bialata]
GCA63440.1	hypothetical protein KIPB_009958 [Kipferlia bialata]
GCA63441.1	hypothetical protein KIPB_009961, partial [Kipferlia bialata]
GCA63442.1	hypothetical protein KIPB_009970 [Kipferlia bialata]
GCA63443.1	hypothetical protein KIPB_009972, partial [Kipferlia bialata]
GCA63444.1	hypothetical protein KIPB_009973 [Kipferlia bialata]
GCA63445.1	hypothetical protein KIPB_009974 [Kipferlia bialata]
GCA63446.1	hypothetical protein KIPB_009975 [Kipferlia bialata]
GCA63447.1	hypothetical protein KIPB_009976, partial [Kipferlia bialata]
GCA63448.1	hypothetical protein KIPB_009977, partial [Kipferlia bialata]
GCA63449.1	hypothetical protein KIPB_009979, partial [Kipferlia bialata]
GCA63450.1	hypothetical protein KIPB_009980 [Kipferlia bialata]
GCA63451.1	hypothetical protein KIPB_009981 [Kipferlia bialata]
GCA63452.1	hypothetical protein KIPB_010003 [Kipferlia bialata]
GCA63453.1	hypothetical protein KIPB_010004 [Kipferlia bialata]
GCA63454.1	hypothetical protein KIPB_010008, partial [Kipferlia bialata]
GCA63455.1	ribosomal protein L3 [Kipferlia bialata]
GCA63456.1	hypothetical protein KIPB_010029 [Kipferlia bialata]
GCA63457.1	hypothetical protein KIPB_010031, partial [Kipferlia bialata]
GCA63458.1	nucleoside phosphorylase [Kipferlia bialata]
GCA63459.1	hypothetical protein KIPB_010046 [Kipferlia bialata]
GCA63460.1	hypothetical protein KIPB_010047, partial [Kipferlia bialata]
GCA63461.1	hypothetical protein KIPB_010048 [Kipferlia bialata]
GCA63462.1	hypothetical protein KIPB_010052, partial [Kipferlia bialata]
GCA63463.1	hypothetical protein KIPB_010070, partial [Kipferlia bialata]
GCA63464.1	hypothetical protein KIPB_010071 [Kipferlia bialata]
GCA63465.1	hypothetical protein KIPB_010072, partial [Kipferlia bialata]
GCA63466.1	hypothetical protein KIPB_010080, partial [Kipferlia bialata]
GCA63467.1	hypothetical protein KIPB_010083 [Kipferlia bialata]
GCA63468.1	hypothetical protein KIPB_010091 [Kipferlia bialata]
GCA63469.1	hypothetical protein KIPB_010096, partial [Kipferlia bialata]
GCA63470.1	hypothetical protein KIPB_010097, partial [Kipferlia bialata]
GCA63471.1	hypothetical protein KIPB_010107, partial [Kipferlia bialata]
GCA63472.1	hypothetical protein KIPB_010109, partial [Kipferlia bialata]
GCA63473.1	hypothetical protein KIPB_010113 [Kipferlia bialata]
GCA63474.1	hypothetical protein KIPB_010123 [Kipferlia bialata]
GCA63475.1	hypothetical protein KIPB_010133, partial [Kipferlia bialata]
GCA63476.1	hypothetical protein KIPB_010151, partial [Kipferlia bialata]
GCA63477.1	hypothetical protein KIPB_010161, partial [Kipferlia bialata]
GCA63478.1	hypothetical protein KIPB_010185, partial [Kipferlia bialata]
GCA63479.1	hypothetical protein KIPB_010188 [Kipferlia bialata]
GCA63480.1	hypothetical protein KIPB_010191, partial [Kipferlia bialata]
GCA63481.1	hypothetical protein KIPB_010197, partial [Kipferlia bialata]
GCA63482.1	hypothetical protein KIPB_010202 [Kipferlia bialata]
GCA63483.1	hypothetical protein KIPB_010205, partial [Kipferlia bialata]
GCA63484.1	hypothetical protein KIPB_010215 [Kipferlia bialata]
GCA63485.1	hypothetical protein KIPB_010220 [Kipferlia bialata]
GCA63486.1	hypothetical protein KIPB_010221 [Kipferlia bialata]
GCA63487.1	hypothetical protein KIPB_010223, partial [Kipferlia bialata]
GCA63488.1	hypothetical protein KIPB_010226, partial [Kipferlia bialata]
GCA63489.1	hypothetical protein KIPB_010237 [Kipferlia bialata]
GCA63490.1	hypothetical protein KIPB_010245, partial [Kipferlia bialata]
GCA63491.1	hypothetical protein KIPB_010257 [Kipferlia bialata]
GCA63492.1	5'-3' exoribonuclease, partial [Kipferlia bialata]
GCA63493.1	hypothetical protein KIPB_010274, partial [Kipferlia bialata]
GCA63494.1	hypothetical protein KIPB_010280, partial [Kipferlia bialata]
GCA63495.1	hypothetical protein KIPB_010281, partial [Kipferlia bialata]
GCA63496.1	hypothetical protein KIPB_010285, partial [Kipferlia bialata]
GCA63497.1	hypothetical protein KIPB_010299 [Kipferlia bialata]
GCA63498.1	hypothetical protein KIPB_010310 [Kipferlia bialata]
GCA63499.1	hypothetical protein KIPB_010311, partial [Kipferlia bialata]
GCA63500.1	hypothetical protein KIPB_010313 [Kipferlia bialata]
GCA63501.1	hypothetical protein KIPB_010323 [Kipferlia bialata]
GCA63502.1	hypothetical protein KIPB_010324, partial [Kipferlia bialata]
GCA63503.1	hypothetical protein KIPB_010327, partial [Kipferlia bialata]
GCA63504.1	hypothetical protein KIPB_010335 [Kipferlia bialata]
GCA63505.1	hypothetical protein KIPB_010340 [Kipferlia bialata]
GCA63506.1	hypothetical protein KIPB_010344, partial [Kipferlia bialata]
GCA63507.1	hypothetical protein KIPB_010350 [Kipferlia bialata]
GCA63508.1	hypothetical protein KIPB_010354, partial [Kipferlia bialata]
GCA63509.1	hypothetical protein KIPB_010356, partial [Kipferlia bialata]
GCA63510.1	hypothetical protein KIPB_010358 [Kipferlia bialata]
GCA63511.1	hypothetical protein KIPB_010367 [Kipferlia bialata]
GCA63512.1	hypothetical protein KIPB_010368, partial [Kipferlia bialata]
GCA63513.1	hypothetical protein KIPB_010369 [Kipferlia bialata]
GCA63514.1	hypothetical protein KIPB_010372, partial [Kipferlia bialata]
GCA63516.1	hypothetical protein KIPB_010380 [Kipferlia bialata]
GCA63517.1	hypothetical protein KIPB_010392 [Kipferlia bialata]
GCA63518.1	hypothetical protein KIPB_010400 [Kipferlia bialata]
GCA63519.1	hypothetical protein KIPB_010403, partial [Kipferlia bialata]
GCA63520.1	hypothetical protein KIPB_010405 [Kipferlia bialata]
GCA63521.1	hypothetical protein KIPB_010408, partial [Kipferlia bialata]
GCA63522.1	hypothetical protein KIPB_010412 [Kipferlia bialata]
GCA63523.1	hypothetical protein KIPB_010413 [Kipferlia bialata]
GCA63524.1	hypothetical protein KIPB_010424, partial [Kipferlia bialata]
GCA63525.1	hypothetical protein KIPB_010431 [Kipferlia bialata]
GCA63526.1	hypothetical protein KIPB_010452, partial [Kipferlia bialata]
GCA63527.1	hypothetical protein KIPB_010469, partial [Kipferlia bialata]
GCA63528.1	hypothetical protein KIPB_010473, partial [Kipferlia bialata]
GCA63529.1	hypothetical protein KIPB_010476 [Kipferlia bialata]
GCA63530.1	hypothetical protein KIPB_010487, partial [Kipferlia bialata]
GCA63531.1	hypothetical protein KIPB_010489 [Kipferlia bialata]
GCA63532.1	hypothetical protein KIPB_010491, partial [Kipferlia bialata]
GCA63533.1	hypothetical protein KIPB_010496 [Kipferlia bialata]
GCA63534.1	hypothetical protein KIPB_010497 [Kipferlia bialata]
GCA63535.1	hypothetical protein KIPB_010505, partial [Kipferlia bialata]
GCA63536.1	hypothetical protein KIPB_010509, partial [Kipferlia bialata]
GCA63537.1	hypothetical protein KIPB_010518, partial [Kipferlia bialata]
GCA63538.1	hypothetical protein KIPB_010519 [Kipferlia bialata]
GCA63539.1	hypothetical protein KIPB_010527 [Kipferlia bialata]
